,LineId,Time,Component,Pid,Content,template,EventId
982,983,20171223-22:31:32:241,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
983,984,20171223-22:31:32:246,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
984,985,20171223-22:31:54:515,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: android.intent.action.SCREEN_OFF,Event62
985,986,20171223-22:31:59:613,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
986,987,20171223-22:31:59:618,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,onReceive action: android.intent.action.SCREEN_ON,Event34
987,988,20171223-22:31:59:619,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,processHandleBroadcastAction action: android.intent.action.SCREEN_ON,Event35
988,989,20171223-22:31:59:619,Step_StandStepCounter,30002312,flush sensor data,flush sensor data,Event36
989,990,20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039515000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
990,991,20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039575000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
991,992,20171223-22:31:59:620,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28136544, getTodayTotalDetailSteps = <*>,Event58
992,993,20171223-22:31:59:621,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28163940,setTodayTotalDetailSteps= <*>,Event59
993,994,20171223-22:31:59:621,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
994,995,20171223-22:31:59:652,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
995,996,20171223-22:31:59:655,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
996,997,20171223-22:31:59:656,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,REPORT : <*> <*> <*> <*>,Event51
997,998,20171223-22:31:59:723,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
998,999,20171223-22:31:59:725,Step_LSC,30002312,onExtend:1514039520000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
999,1000,20171223-22:31:59:725,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514039575000","timeStamp back, extendReportTimeStamp= <*>",Event33
1000,1001,20171223-22:31:59:956,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28163940, getTodayTotalDetailSteps = <*>,Event58
1001,1002,20171223-22:31:59:957,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28164276,setTodayTotalDetailSteps= <*>,Event59
1002,1003,20171223-22:31:59:965,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1003,1004,20171223-22:31:59:968,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1004,1005,20171223-22:32:0:95,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1005,1006,20171223-22:32:28:791,HiH_HiSyncControl,30002312,startTimer start autoSync,startTimer start autoSync,Event63
1006,1007,20171223-22:32:28:796,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",startSync hiSyncOption <*> HiSyncOption{syncAction= <*> syncMethod= <*> syncScope= <*> syncDataType= <*> syncModel= <*> pushAction= <*> app <*> <*> who <*> <*>,Event64
1007,1008,20171223-22:32:28:796,HiH_HiSyncControl,30002312,stepSyncOrNot appSynTimes is 0,stepSyncOrNot appSynTimes is <*>,Event66
1008,1009,20171223-22:32:28:798,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,needAutoSync autoSyncSwitch is open,Event67
1009,1010,20171223-22:32:28:800,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!","initDataPrivacy the dataPrivacy switch is open, start push health data!",Event68
1010,1011,20171223-22:32:28:800,HiH_,30002312,initDataPrivacy the dataPrivacy is true,initDataPrivacy the dataPrivacy is true,Event69
1011,1012,20171223-22:32:28:801,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!","initUserPrivacy the userPrivacy switch is open, start push user data!",Event70
1012,1013,20171223-22:32:28:801,HiH_,30002312,initUserPrivacy the userPrivacy is true,initUserPrivacy the userPrivacy is true,Event71
1013,1014,20171223-22:32:28:801,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,ifCanSync not! no cloud version,Event72
1014,1015,20171223-22:32:28:801,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,sendSyncFailedBroadcast,Event73
1015,1016,20171223-22:33:0:103,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1016,1017,20171223-22:33:9:926,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1017,1018,20171223-22:33:9:938,Step_LSC,30002312,onExtend:1514039590000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1018,1019,20171223-22:33:10:228,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28164276, getTodayTotalDetailSteps = <*>,Event58
1019,1020,20171223-22:33:10:229,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28234547,setTodayTotalDetailSteps= <*>,Event59
1020,1021,20171223-22:33:10:244,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1021,1022,20171223-22:33:10:248,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1022,1023,20171223-22:33:30:315,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: android.intent.action.SCREEN_OFF,Event62
1023,1024,20171223-22:33:46:274,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1024,1025,20171223-22:33:46:279,Step_LSC,30002312,onExtend:1514039626000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1025,1026,20171223-22:33:46:301,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,onReceive action: android.intent.action.SCREEN_ON,Event34
1026,1027,20171223-22:33:46:303,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,processHandleBroadcastAction action: android.intent.action.SCREEN_ON,Event35
1027,1028,20171223-22:33:46:303,Step_StandStepCounter,30002312,flush sensor data,flush sensor data,Event36
1028,1029,20171223-22:33:46:304,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28234547, getTodayTotalDetailSteps = <*>,Event58
1029,1030,20171223-22:33:46:304,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623,setTodayTotalDetailSteps= <*>,Event59
1030,1031,20171223-22:33:46:305,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1031,1032,20171223-22:33:46:311,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1032,1033,20171223-22:33:46:314,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1033,1034,20171223-22:33:46:315,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,REPORT : <*> <*> <*> <*>,Event51
1034,1035,20171223-22:33:46:405,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1035,1036,20171223-22:33:46:406,Step_LSC,30002312,onExtend:1514039626000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1036,1037,20171223-22:33:46:616,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270623, getTodayTotalDetailSteps = <*>,Event58
1037,1038,20171223-22:33:46:616,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270935,setTodayTotalDetailSteps= <*>,Event59
1038,1039,20171223-22:33:46:622,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1039,1040,20171223-22:33:46:624,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1040,1041,20171223-22:34:0:126,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1041,1042,20171223-22:35:0:49,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1042,1043,20171223-22:36:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1043,1044,20171223-22:37:0:122,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1044,1045,20171223-22:37:14:939,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1045,1046,20171223-22:37:14:951,Step_LSC,30002312,onExtend:1514039834000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1046,1047,20171223-22:37:15:240,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270935, getTodayTotalDetailSteps = <*>,Event58
1047,1048,20171223-22:37:15:240,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039760000##7189##549659##8661##16256##28479559,setTodayTotalDetailSteps= <*>,Event59
1048,1049,20171223-22:37:15:249,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1049,1050,20171223-22:37:15:253,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1050,1051,20171223-22:37:37:466,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: android.intent.action.SCREEN_OFF,Event62
1051,1052,20171223-22:38:31:368,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1052,1053,20171223-22:39:25:260,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1053,1054,20171223-22:39:25:264,Step_LSC,30002312,onExtend:1514039857000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1054,1055,20171223-22:39:25:265,Step_LSC,30002312,onExtend:1514039917000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1055,1056,20171223-22:39:25:265,Step_LSC,30002312,onExtend:1514039977000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1056,1057,20171223-22:39:25:300,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,onReceive action: android.intent.action.SCREEN_ON,Event34
1057,1058,20171223-22:39:25:301,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,processHandleBroadcastAction action: android.intent.action.SCREEN_ON,Event35
1058,1059,20171223-22:39:25:301,Step_StandStepCounter,30002312,flush sensor data,flush sensor data,Event36
1059,1060,20171223-22:39:25:301,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039760000##7189##549659##8661##16256##28479559, getTodayTotalDetailSteps = <*>,Event58
1060,1061,20171223-22:39:25:302,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609620,setTodayTotalDetailSteps= <*>,Event59
1061,1062,20171223-22:39:25:306,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1062,1063,20171223-22:39:25:310,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1063,1064,20171223-22:39:25:313,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1064,1065,20171223-22:39:25:314,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,REPORT : <*> <*> <*> <*>,Event51
1065,1066,20171223-22:39:25:402,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1066,1067,20171223-22:39:25:406,Step_LSC,30002312,onExtend:1514039965000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1067,1068,20171223-22:39:25:406,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514039977000","timeStamp back, extendReportTimeStamp= <*>",Event33
1068,1069,20171223-22:39:25:446,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1069,1070,20171223-22:39:25:614,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609620, getTodayTotalDetailSteps = <*>,Event58
1070,1071,20171223-22:39:25:614,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609933,setTodayTotalDetailSteps= <*>,Event59
1071,1072,20171223-22:39:25:625,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1072,1073,20171223-22:39:25:628,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1073,1074,20171223-22:40:0:151,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1074,1075,20171223-22:41:0:151,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1075,1076,20171223-22:42:0:137,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1076,1077,20171223-22:43:0:96,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1077,1078,20171223-22:44:0:47,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1078,1079,20171223-22:45:0:94,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1079,1080,20171223-22:45:48:956,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1080,1081,20171223-22:45:48:970,Step_LSC,30002312,onExtend:1514040348000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1081,1082,20171223-22:45:49:258,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609933, getTodayTotalDetailSteps = <*>,Event58
1082,1083,20171223-22:45:49:259,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28993578,setTodayTotalDetailSteps= <*>,Event59
1083,1084,20171223-22:45:49:273,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1084,1085,20171223-22:45:49:278,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1085,1086,20171223-22:45:54:954,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1086,1087,20171223-22:45:54:974,Step_LSC,30002312,onExtend:1514040354000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1087,1088,20171223-22:45:55:256,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28993578, getTodayTotalDetailSteps = <*>,Event58
1088,1089,20171223-22:45:55:257,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28999575,setTodayTotalDetailSteps= <*>,Event59
1089,1090,20171223-22:45:55:268,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1090,1091,20171223-22:45:55:272,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1091,1092,20171223-22:46:0:142,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1092,1093,20171223-22:47:0:157,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1093,1094,20171223-22:48:0:132,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1094,1095,20171223-22:49:0:139,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1095,1096,20171223-22:50:0:142,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1096,1097,20171223-22:51:0:128,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1097,1098,20171223-22:51:2:965,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1098,1099,20171223-22:51:2:978,Step_LSC,30002312,onExtend:1514040662000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1099,1100,20171223-22:51:3:266,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28999575, getTodayTotalDetailSteps = <*>,Event58
1100,1101,20171223-22:51:3:266,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29307585,setTodayTotalDetailSteps= <*>,Event59
1101,1102,20171223-22:51:3:275,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1102,1103,20171223-22:51:3:278,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1103,1104,20171223-22:51:24:638,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: android.intent.action.SCREEN_OFF,Event62
1104,1105,20171223-22:51:37:252,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1105,1106,20171223-22:51:37:260,Step_LSC,30002312,onExtend:1514040697000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1106,1107,20171223-22:51:37:290,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,onReceive action: android.intent.action.SCREEN_ON,Event34
1107,1108,20171223-22:51:37:292,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,processHandleBroadcastAction action: android.intent.action.SCREEN_ON,Event35
1108,1109,20171223-22:51:37:292,Step_StandStepCounter,30002312,flush sensor data,flush sensor data,Event36
1109,1110,20171223-22:51:37:292,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29307585, getTodayTotalDetailSteps = <*>,Event58
1110,1111,20171223-22:51:37:293,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341612,setTodayTotalDetailSteps= <*>,Event59
1111,1112,20171223-22:51:37:295,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1112,1113,20171223-22:51:37:302,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1113,1114,20171223-22:51:37:306,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1114,1115,20171223-22:51:37:307,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,REPORT : <*> <*> <*> <*>,Event51
1115,1116,20171223-22:51:37:393,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1116,1117,20171223-22:51:37:394,Step_LSC,30002312,onExtend:1514040697000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1117,1118,20171223-22:51:37:608,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341612, getTodayTotalDetailSteps = <*>,Event58
1118,1119,20171223-22:51:37:608,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341927,setTodayTotalDetailSteps= <*>,Event59
1119,1120,20171223-22:51:37:615,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1120,1121,20171223-22:51:37:618,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1121,1122,20171223-22:51:40:331,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1122,1123,20171223-22:51:40:340,Step_LSC,30002312,onExtend:1514040700000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1123,1124,20171223-22:51:40:632,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341927, getTodayTotalDetailSteps = <*>,Event58
1124,1125,20171223-22:51:40:632,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29344951,setTodayTotalDetailSteps= <*>,Event59
1125,1126,20171223-22:51:40:641,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1126,1127,20171223-22:51:40:644,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1127,1128,20171223-22:51:48:980,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1128,1129,20171223-22:51:48:993,Step_LSC,30002312,onExtend:1514040708000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1129,1130,20171223-22:51:49:282,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29344951, getTodayTotalDetailSteps = <*>,Event58
1130,1131,20171223-22:51:49:283,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29353602,setTodayTotalDetailSteps= <*>,Event59
1131,1132,20171223-22:51:49:298,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1132,1133,20171223-22:51:49:315,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1133,1134,20171223-22:52:0:146,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,processHandleBroadcastAction action: android.intent.action.TIME_TICK,Event74
1134,1135,20171223-22:52:8:790,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,onReceive action: android.intent.action.SCREEN_OFF,Event62
1135,1136,20171223-22:52:45:412,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1136,1137,20171223-22:52:45:415,Step_LSC,30002312,onExtend:1514040766000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1137,1138,20171223-22:52:45:485,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,onReceive action: android.intent.action.SCREEN_ON,Event34
1138,1139,20171223-22:52:45:486,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,processHandleBroadcastAction action: android.intent.action.SCREEN_ON,Event35
1139,1140,20171223-22:52:45:486,Step_StandStepCounter,30002312,flush sensor data,flush sensor data,Event36
1140,1141,20171223-22:52:45:487,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29353602, getTodayTotalDetailSteps = <*>,Event58
1141,1142,20171223-22:52:45:487,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29409806,setTodayTotalDetailSteps= <*>,Event59
1142,1143,20171223-22:52:45:487,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1143,1144,20171223-22:52:45:494,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1144,1145,20171223-22:52:45:497,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1145,1146,20171223-22:52:45:498,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,REPORT : <*> <*> <*> <*>,Event51
1146,1147,20171223-22:52:45:587,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1147,1148,20171223-22:52:45:588,Step_LSC,30002312,onExtend:1514040766000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1148,1149,20171223-22:52:45:800,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29409806, getTodayTotalDetailSteps = <*>,Event58
1149,1150,20171223-22:52:45:802,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410120,setTodayTotalDetailSteps= <*>,Event59
1150,1151,20171223-22:52:45:810,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1151,1152,20171223-22:52:45:813,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1152,1153,20171223-22:52:45:985,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1153,1154,20171223-22:52:45:987,Step_LSC,30002312,onExtend:1514040766000 0 0 0,onExtend: <*> <*> <*> <*>,Event57
1154,1155,20171223-22:52:46:286,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29410120, getTodayTotalDetailSteps = <*>,Event58
1155,1156,20171223-22:52:46:287,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514040660000##7189##549659##8661##16256##29410605,setTodayTotalDetailSteps= <*>,Event59
1156,1157,20171223-22:52:46:296,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,calculateCaloriesWithCache totalCalories= <*>,Event60
1157,1158,20171223-22:52:46:301,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,calculateAltitudeWithCache totalAltitude= <*>,Event61
1158,1159,20171223-22:52:51:987,Step_LSC,30002312,onStandStepChanged 3761,onStandStepChanged <*>,Event56
1159,1160,20171223-22:52:51:993,Step_LSC,30002312,onExtend:1514040772000 0 0 5,onExtend: <*> <*> <*> <*>,Event57
1160,1161,20171223-22:52:52:287,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514040660000##7189##549659##8661##16256##29410605, getTodayTotalDetailSteps = <*>,Event58
