,LineId,Month,Date,Time,User,Component,PID,Address,Content,template,EventId
947,948,Jul,4,14:05:06,calvisitor-10-105-162-105,locationd,82,,Location icon should now be in state 'Active',Location icon should now be in state 'Active',Event265
948,949,Jul,4,14:19:40,calvisitor-10-105-162-105,com.apple.WebKit.WebContent,32778,,[14:19:40.459] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,[ <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,Event298
949,950,Jul,4,14:33:25,calvisitor-10-105-162-105,com.apple.WebKit.WebContent,32778,,[14:33:25.556] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,[ <*> FigAgglomeratorSetObjectForKey signalled <*> (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line <*>,Event264
950,951,Jul,4,14:34:52,calvisitor-10-105-162-105,com.apple.SecurityServer,80,,Session 101921 created,Session <*> created,Event97
951,952,Jul,4,14:36:08,calvisitor-10-105-162-105,com.apple.WebKit.WebContent,32778,,[14:36:08.077] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,[ <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,Event298
952,953,Jul,4,14:39:45,calvisitor-10-105-162-105,com.apple.WebKit.WebContent,32778,,[14:39:45.538] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,[ <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,Event298
953,954,Jul,4,14:43:39,calvisitor-10-105-162-105,com.apple.WebKit.WebContent,32778,,[14:43:39.854] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,[ <*> FigAgglomeratorSetObjectForKey signalled <*> (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line <*>,Event264
954,955,Jul,4,15:03:53,calvisitor-10-105-162-105,GoogleSoftwareUpdateAgent,35018,,"2017-07-04 15:03:53.270 GoogleSoftwareUpdateAgent[35018/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://tools.google.com/service/update2?cup2hreq=a70d6372a4e45a6cbba61cd7f057c79bf73c79db1b1951dc17c605e870f0419b&cup2key=7:934679018""",<*> <*> GoogleSoftwareUpdateAgent[ <*> [ lvl=2] -[ KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: <*>,Event221
955,956,Jul,4,15:11:20,calvisitor-10-105-162-105,syslogd,44,,ASL Sender Statistics,ASL Sender Statistics,Event288
956,957,Jul,4,15:20:08,calvisitor-10-105-162-105,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 300, items, fQueryRetries, 0, fLastRetryTimestamp, 520899307.1","NETWORK: requery, <*> <*> <*> <*> <*> items, fQueryRetries, <*> fLastRetryTimestamp, <*>",Event315
957,958,Jul,4,15:30:20,calvisitor-10-105-162-105,locationd,82,,Location icon should now be in state 'Inactive',Location icon should now be in state 'Inactive',Event401
958,959,Jul,4,15:35:04,calvisitor-10-105-162-105,quicklookd,35049,,Error returned from iconservicesagent: (null),Error returned from iconservicesagent: (null),Event321
959,960,Jul,4,15:35:04,calvisitor-10-105-162-105,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f995060af50>.,-[ ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>,Event314
960,961,Jul,4,15:35:04,calvisitor-10-105-162-105,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950411670>.,-[ ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: <*>,Event314
961,962,Jul,4,15:47:25,calvisitor-10-105-162-105,com.apple.WebKit.WebContent,32778,,[15:47:25.614] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,[ <*> <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,Event298
962,963,Jul,4,16:31:38,calvisitor-10-105-162-105,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,Thermal pressure0 state:0 <*> Memory pressure1 state:1 <*>,Event319
963,964,Jul,4,16:31:50,calvisitor-10-105-162-105,kernel,0,,Sandbox: com.apple.Addres(35110) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(35110) deny(1) network-outbound /private/var/run/mDNSResponder,Event98
964,965,Jul,4,16:31:54,calvisitor-10-105-162-105,kernel,0,,Sandbox: com.apple.Addres(35110) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(35110) deny(1) network-outbound /private/var/run/mDNSResponder,Event98
965,966,Jul,4,16:32:07,calvisitor-10-105-162-105,QQ,10018,,button report: 0x8002be0,button report: <*>,Event369
966,967,Jul,4,16:32:32,calvisitor-10-105-162-105,QQ,10018,,############################## _getSysMsgList,############################## _getSysMsgList,Event295
967,968,Jul,4,16:58:45,calvisitor-10-105-162-105,kernel,0,,ARPT: 711599.232230: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,ARPT: <*> AirPort_Brcm43xx::powerChange: System Wake0 - Full Wake/ Dark Wake1 / Maintenance wake,Event332
968,969,Jul,4,16:58:55,calvisitor-10-105-162-105,com.apple.cts,43,,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 4045 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
969,970,Jul,4,17:00:00,calvisitor-10-105-162-105,kernel,0,,kern_open_file_for_direct_io took 6 ms,kern_open_file_for_direct_io took <*> ms,Event99
970,971,Jul,4,17:12:34,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 151433 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
971,972,Jul,4,17:12:34,calvisitor-10-105-162-105,com.apple.cts,43,,"com.apple.SoftwareUpdate.Activity: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 3226 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
972,973,Jul,4,17:13:03,calvisitor-10-105-162-105,sharingd,30299,,17:13:03.545 : Starting AirDrop server for user 501 on wake,<*> : Starting AirDrop server for user <*> on wake,Event100
973,974,Jul,4,17:13:38,calvisitor-10-105-162-105,kernel,0,,"ARPT: 711749.913729: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,","ARPT: <*> IOPMPowerSource Information: <*> SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': <*> ",Event105
974,975,Jul,4,17:26:03,calvisitor-10-105-162-105,kernel,0,,ARPT: 711752.511718: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ Dark Wake / Maintenance wake,ARPT: <*> AirPort_Brcm43xx::powerChange: System Wake0 - Full Wake/ Dark Wake1 / Maintenance wake,Event332
975,976,Jul,4,17:26:44,calvisitor-10-105-162-105,sharingd,30299,,17:26:44.228 : Scanning mode Contacts Only,<*> : Scanning mode Contacts Only,Event223
976,977,Jul,4,17:40:02,calvisitor-10-105-162-105,kernel,0,,Sandbox: com.apple.Addres(35150) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(35150) deny(1) network-outbound /private/var/run/mDNSResponder,Event101
977,978,Jul,4,17:53:21,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,AppleThunderboltGenericHAL::earlyWake <*> complete <*> took <*> milliseconds,Event377
978,979,Jul,4,17:54:33,calvisitor-10-105-162-105,kernel,0,,"ARPT: 711979.641310: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10",ARPT: <*> wl0: setup_keepalive: interval <*> retry_interval <*> retry_count <*>,Event334
979,980,Jul,4,18:07:00,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,Event411
980,981,Jul,4,18:07:01,calvisitor-10-105-162-105,QQ,10018,,button report: 0x80039B7,button report: <*>,Event369
981,982,Jul,4,18:07:25,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35165,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,Event311
982,983,Jul,4,18:20:56,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 40 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
983,984,Jul,4,18:21:08,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35174,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,Event218
984,985,Jul,4,18:34:25,calvisitor-10-105-162-105,kernel,0,,"ARPT: 712221.085635: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 70582765, Ack 3488103719, Win size 358",ARPT: <*> wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*> Ack <*> Win size <*>,Event309
985,986,Jul,4,18:34:25,calvisitor-10-105-162-105,kernel,0,,en0: BSSID changed to 5c:50:15:4c:18:13,en0: BSSID changed to <*>,Event290
986,987,Jul,4,18:34:26,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 42431 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
987,988,Jul,4,18:34:51,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35181,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,Event218
988,989,Jul,4,18:35:05,calvisitor-10-105-162-105,sharingd,30299,,18:35:05.187 : Scanning mode Contacts Only,<*> : Scanning mode Contacts Only,Event223
989,990,Jul,4,18:48:22,calvisitor-10-105-162-105,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error <*> ""Account identity0 not0 set"" UserInfo={NSDescription=Account identity1 not1 set}",Event405
990,991,Jul,4,18:48:27,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35188,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,Event311
991,992,Jul,4,19:02:24,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000320,AppleCamIn::systemWakeCall - messageType = <*>,Event409
992,993,Jul,4,19:15:22,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,AppleCamIn::systemWakeCall - messageType = <*>,Event409
993,994,Jul,4,19:15:22,calvisitor-10-105-162-105,kernel,0,,Previous sleep cause: 5,Previous sleep cause: <*>,Event345
994,995,Jul,4,19:15:41,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35207,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,Event311
995,996,Jul,4,19:16:35,calvisitor-10-105-162-105,kernel,0,,"ARPT: 712526.783763: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10",ARPT: <*> wl0: setup_keepalive: interval <*> retry_interval <*> retry_count <*>,Event334
996,997,Jul,4,19:29:01,calvisitor-10-105-162-105,kernel,0,,ARPT: 712530.297675: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,ARPT: <*> wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,Event396
997,998,Jul,4,19:29:41,calvisitor-10-105-162-105,WindowServer,184,,CGXDisplayDidWakeNotification [712572581805245]: posting kCGSDisplayDidWake,CGXDisplayDidWakeNotification [ <*> : posting kCGSDisplayDidWake,Event296
998,999,Jul,4,19:30:13,calvisitor-10-105-162-105,kernel,0,,ARPT: 712604.204993: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,ARPT: <*> wl0: MDNS: IPV6 Addr: <*>,Event407
999,1000,Jul,4,19:42:58,calvisitor-10-105-162-105,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error <*> ""Account identity0 not0 set"" UserInfo={NSDescription=Account identity1 not1 set}",Event405
1000,1001,Jul,4,19:43:32,calvisitor-10-105-162-105,wirelessproxd,75,,Peripheral manager is not powered on,Peripheral manager is not powered on,Event178
1001,1002,Jul,4,19:43:56,calvisitor-10-105-162-105,kernel,0,,"Opened file /var/log/SleepWakeStacks.bin, size 172032, extents 1, maxio 2000000 ssd 1","Opened file /var/log/SleepWakeStacks.bin, size <*> extents <*> maxio <*> ssd <*>",Event102
1002,1003,Jul,4,19:56:19,calvisitor-10-105-162-105,kernel,0,,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),<*> HID] <*> ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host <*>,Event305
1003,1004,Jul,4,19:56:41,calvisitor-10-105-162-105,kernel,0,,Sandbox: com.apple.Addres(35229) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(35229) deny(1) network-outbound /private/var/run/mDNSResponder,Event103
1004,1005,Jul,4,19:57:00,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1867 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1005,1006,Jul,4,20:09:58,calvisitor-10-105-162-105,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route <*> <*> port <*> <*> unplug <*> <*>,Event357
1006,1007,Jul,4,20:10:18,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 36678 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1007,1008,Jul,4,20:24:32,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 215 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1008,1009,Jul,4,20:24:55,calvisitor-10-105-162-105,kernel,0,,Sandbox: com.apple.Addres(35250) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(35250) deny(1) network-outbound /private/var/run/mDNSResponder,Event104
1009,1010,Jul,4,20:25:22,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 139865 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1010,1011,Jul,4,20:25:23,calvisitor-10-105-162-105,kernel,0,,"IOPMrootDomain: idle cancel, state 1","IOPMrootDomain: idle cancel, state <*>",Event330
1011,1012,Jul,4,20:25:44,calvisitor-10-105-162-105,kernel,0,,ARPT: 712915.870808: wl0: MDNS: IPV4 Addr: 10.105.162.105,ARPT: <*> wl0: MDNS: IPV4 Addr: <*>,Event153
1012,1013,Jul,4,20:25:46,calvisitor-10-105-162-105,kernel,0,,"ARPT: 712918.575461: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,","ARPT: <*> IOPMPowerSource Information: <*> SleepType: Normal Sleep, 'ExternalConnected': Yes, 'TimeRemaining': <*> ",Event105
1013,1014,Jul,4,20:38:11,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 2 us,AppleThunderboltNHIType2::prePCIWake <*> power up complete <*> took <*> us,Event281
1014,1015,Jul,4,20:38:12,calvisitor-10-105-162-105,kernel,0,,ARPT: 712921.782306: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],ARPT: <*> AirPort_Brcm43xx::platformWoWEnable: WWEN[ disable] ,Event285
1015,1016,Jul,4,20:38:12,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 139095 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1016,1017,Jul,4,20:38:13,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 35003 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1017,1018,Jul,4,20:38:50,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 139057 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1018,1019,Jul,4,20:51:50,calvisitor-10-105-162-105,kernel,0,,Wake reason: RTC (Alarm),Wake reason: RTC (Alarm),Event410
1019,1020,Jul,4,20:51:50,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,AppleThunderboltGenericHAL::earlyWake <*> complete <*> took <*> milliseconds,Event377
1020,1021,Jul,4,20:51:50,calvisitor-10-105-162-105,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-05 03:51:50 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),-[ UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) <*> <*> <*> confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m <*>,Event404
1021,1022,Jul,4,20:51:50,calvisitor-10-105-162-105,kernel,0,,"ARPT: 712997.981881: IOPMPowerSource Information: onWake,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,","ARPT: <*> IOPMPowerSource Information: onWake, SleepType: Normal Sleep, 'ExternalConnected': <*> 'TimeRemaining': <*> ",Event266
1022,1023,Jul,4,20:52:10,calvisitor-10-105-162-105,com.apple.CDScheduler,43,,Thermal pressure state: 0 Memory pressure state: 0,Thermal pressure0 state:0 <*> Memory pressure1 state:1 <*>,Event319
1023,1024,Jul,4,20:54:03,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,AppleThunderboltGenericHAL::earlyWake <*> complete <*> took <*> milliseconds,Event377
1024,1025,Jul,4,20:54:03,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,AppleCamIn::systemWakeCall - messageType = <*>,Event409
1025,1026,Jul,4,20:54:03,calvisitor-10-105-162-105,sharingd,30299,,20:54:03.455 : BTLE scanner Powered On,<*> : BTLE scanner Powered On,Event333
1026,1027,Jul,4,20:54:03,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 138144 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1027,1028,Jul,4,20:54:04,authorMacBook-Pro,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc22491 203.205.142.158:8080,<*> NETClientConnection evaluateCrazyIvan46] _block_invoke <*> - Hit by torpedo! <*> <*> <*>,Event367
1028,1029,Jul,4,20:54:25,calvisitor-10-105-162-105,kernel,0,,Sandbox: com.apple.Addres(35286) deny(1) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(35286) deny(1) network-outbound /private/var/run/mDNSResponder,Event106
1029,1030,Jul,4,21:06:47,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 132 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1030,1031,Jul,4,21:07:16,calvisitor-10-105-162-105,sharingd,30299,,21:07:16.729 : Scanning mode Contacts Only,<*> : Scanning mode Contacts Only,Event223
1031,1032,Jul,4,21:23:17,calvisitor-10-105-162-105,wirelessproxd,75,,Peripheral manager is not powered on,Peripheral manager is not powered on,Event178
1032,1033,Jul,4,21:35:17,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 135670 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1033,1034,Jul,4,21:35:54,calvisitor-10-105-162-105,kernel,0,,ARPT: 713439.104232: AirPort_Brcm43xx::powerChange: System Sleep,ARPT: <*> AirPort_Brcm43xx::powerChange: System Sleep,Event403
1034,1035,Jul,4,21:35:54,calvisitor-10-105-162-105,kernel,0,,"ARPT: 713439.104255: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,","ARPT: <*> IOPMPowerSource Information: onSleep, SleepType: Normal Sleep, 'ExternalConnected': <*> 'TimeRemaining': <*> ",Event336
1035,1036,Jul,4,21:49:26,calvisitor-10-105-162-105,kernel,0,,ARPT: 713493.575563: wl0: setup_keepalive: Remote IP: 17.249.28.75,ARPT: <*> wl0: setup_keepalive: Remote IP: <*>,Event230
1036,1037,Jul,4,22:02:21,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1843 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1037,1038,Jul,4,22:02:21,calvisitor-10-105-162-105,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,Thermal pressure0 state:0 <*> Memory pressure1 state:1 <*>,Event319
1038,1039,Jul,4,22:15:48,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,AppleCamIn::systemWakeCall - messageType = <*>,Event409
1039,1040,Jul,4,22:29:25,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,AppleCamIn::systemWakeCall - messageType = <*>,Event409
1040,1041,Jul,4,22:29:26,calvisitor-10-105-162-105,sharingd,30299,,22:29:26.099 : BTLE scanner Powered On,<*> : BTLE scanner Powered On,Event333
1041,1042,Jul,4,22:43:02,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,AppleThunderboltGenericHAL::earlyWake <*> complete <*> took <*> milliseconds,Event377
1042,1043,Jul,4,22:56:50,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 978 seconds.  Ignoring.","<*> scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds. Ignoring.",Event310
1043,1044,Jul,4,22:57:00,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35374,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,Event311
1044,1045,Jul,4,22:57:01,calvisitor-10-105-162-105,locationd,82,,"NETWORK: no response from server, reachability, 2, queryRetries, 1","NETWORK: no response from server, reachability, <*> queryRetries, <*>",Event234
1045,1046,Jul,4,23:10:17,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,Event213
1046,1047,Jul,4,23:10:17,calvisitor-10-105-162-105,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route <*> <*> port <*> <*> unplug <*> <*>,Event357
1047,1048,Jul,4,23:10:28,calvisitor-10-105-162-105,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],<*> com.apple.calendar.store.log.caldav.coredav] <*> Refusing <*> parse response <*> PROPPATCH because of content-type: <*> text/html; charset=UTF-8] .] ,Event398
1048,1049,Jul,4,23:10:29,calvisitor-10-105-162-105,kernel,0,,"PM response took 113 ms (24144, WeChat)",PM response took <*> ms <*> WeChat),Event107
1049,1050,Jul,4,23:10:31,calvisitor-10-105-162-105,WindowServer,184,,"device_generate_lock_screen_screenshot: authw 0x7fa824145a00(2000)[0, 0, 1440, 900] shield 0x7fa825dafc00(2001), dev [1440,900]",device_generate_lock_screen_screenshot: authw <*> <*> <*> <*> <*> shield <*> dev [ <*> <*> ,Event151
1050,1051,Jul,4,23:10:40,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35382,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,Event218
