,LineId,Date,Time,Pid,Tid,Level,Component,Content,template,EventId
867,868,03-17,16:15:00.354,1702,1702,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
868,869,03-17,16:15:00.939,1702,2558,D,PowerManagerService,"acquire lock=134680583, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",acquire lock= <*> flags= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event139
869,870,03-17,16:15:00.939,1702,2558,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
870,871,03-17,16:15:00.939,1702,2558,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141
871,872,03-17,16:15:00.967,1702,3137,I,AlarmManager,remove(PendingIntent{e4e2534: PendingIntentRecord{e204f60 com.android.phone broadcastIntent}}) changed bounds; rebatching,remove( <*> <*> <*> broadcastIntent}}) changed bounds; rebatching,Event39
872,873,03-17,16:15:01.142,1702,17632,D,PowerManagerService,"release:lock=134680583, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626","<*> lock= <*> <*> <*> tag= ""RILJ_ACK_WL"", name= <*> ws= null, uid= <*> pid= <*>",Event41
873,874,03-17,16:15:01.143,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
874,875,03-17,16:15:01.143,1702,17632,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
875,876,03-17,16:15:01.585,1702,1736,W,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
876,877,03-17,16:15:01.805,1702,27357,D,PowerManagerService,"acquire lock=134680583, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",acquire lock= <*> flags= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event139
877,878,03-17,16:15:01.806,1702,27357,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
878,879,03-17,16:15:01.806,1702,27357,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141
879,880,03-17,16:15:01.811,1702,1737,D,PowerManagerService,"acquire lock=134680583, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",acquire lock= <*> flags= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event139
880,881,03-17,16:15:01.811,1702,1737,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
881,882,03-17,16:15:01.815,1702,2395,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
882,883,03-17,16:15:01.817,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
883,884,03-17,16:15:01.819,1702,3694,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
884,885,03-17,16:15:01.821,1702,2555,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
885,886,03-17,16:15:01.866,1702,2633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
886,887,03-17,16:15:01.939,2626,2839,W,PhoneInterfaceManager,shouldBlockLocation running ...,shouldBlockLocation running ...,Event71
887,888,03-17,16:15:01.940,2626,2839,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,shouldBlockLocation ret: false,Event57
888,889,03-17,16:15:01.994,2626,22775,W,PhoneInterfaceManager,shouldBlockLocation running ...,shouldBlockLocation running ...,Event71
889,890,03-17,16:15:01.994,2626,22775,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,shouldBlockLocation ret: false,Event57
890,891,03-17,16:15:02.016,1702,2113,D,PowerManagerService,"release:lock=134680583, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626","<*> lock= <*> <*> <*> tag= ""RILJ_ACK_WL"", name= <*> ws= null, uid= <*> pid= <*>",Event41
891,892,03-17,16:15:02.017,1702,2113,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
892,893,03-17,16:15:02.018,1702,2113,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
893,894,03-17,16:15:02.022,3664,3807,D,TelephonyManager,getNeighboringCellInfo calling app is com.amap.android.ams,getNeighboringCellInfo calling app is com.amap.android.ams,Event42
894,895,03-17,16:15:02.027,2626,2643,W,PhoneInterfaceManager,shouldBlockLocation running ...,shouldBlockLocation running ...,Event71
895,896,03-17,16:15:02.028,2626,2643,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,shouldBlockLocation ret: false,Event57
896,897,03-17,16:15:02.030,1702,14640,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
897,898,03-17,16:15:02.030,1702,14640,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141
898,899,03-17,16:15:02.043,1702,2618,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
899,900,03-17,16:15:02.043,1702,2618,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
900,901,03-17,16:15:02.051,2626,2808,W,PhoneInterfaceManager,shouldBlockLocation running ...,shouldBlockLocation running ...,Event71
901,902,03-17,16:15:02.052,2626,2808,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,shouldBlockLocation ret: false,Event57
902,903,03-17,16:15:02.054,1702,8290,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
903,904,03-17,16:15:02.054,1702,8290,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141
904,905,03-17,16:15:02.064,1702,17622,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
905,906,03-17,16:15:02.064,1702,17622,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
906,907,03-17,16:15:02.065,1702,3137,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
907,908,03-17,16:15:02.065,1702,3137,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141
908,909,03-17,16:15:02.085,1702,17630,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
909,910,03-17,16:15:02.085,1702,17630,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
910,911,03-17,16:15:02.087,2626,2642,W,PhoneInterfaceManager,shouldBlockLocation running ...,shouldBlockLocation running ...,Event71
911,912,03-17,16:15:02.087,2626,2642,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,shouldBlockLocation ret: false,Event57
912,913,03-17,16:15:02.896,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn = <*>,Event156
913,914,03-17,16:15:02.896,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut = <*>,Event157
914,915,03-17,16:15:02.897,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",Animating brightness: target= <*> rate= <*>,Event158
915,916,03-17,16:15:03.502,1702,2639,W,ActivityManager,Unable to start service Intent { act=com.tencent.android.tpush.action.keepalive cmp=com.qqgame.hlddz/com.tencent.android.tpush.service.XGPushService } U=0: not found,Unable to start service Intent { act= com.tencent.android.tpush.action.keepalive cmp= com.qqgame.hlddz/com.tencent.android.tpush.service.XGPushService } U= <*> not found,Event40
916,917,03-17,16:15:05.340,1702,1737,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
917,918,03-17,16:15:05.340,1702,1737,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141
918,919,03-17,16:15:05.346,1702,3694,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
919,920,03-17,16:15:05.346,1702,2555,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,<*> caller <*> does not hold REAL_GET_TASKS; limiting output,Event145
920,921,03-17,16:15:05.382,1702,2633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
921,922,03-17,16:15:05.382,1702,2633,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
922,923,03-17,16:15:05.482,1702,17630,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",acquire lock= <*> flags= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event139
923,924,03-17,16:15:05.483,1702,17630,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
924,925,03-17,16:15:05.483,1702,17630,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141
925,926,03-17,16:15:05.686,1702,8290,D,PowerManagerService,"release:lock=120758482, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626","<*> lock= <*> <*> <*> tag= ""RILJ_ACK_WL"", name= <*> ws= null, uid= <*> pid= <*>",Event41
926,927,03-17,16:15:05.687,1702,8290,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
927,928,03-17,16:15:05.687,1702,8290,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
928,929,03-17,16:15:05.994,1702,8303,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",acquire lock= <*> flags= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event139
929,930,03-17,16:15:05.995,1702,8303,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
930,931,03-17,16:15:05.995,1702,8303,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141
931,932,03-17,16:15:06.000,1702,17632,D,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",acquire lock= <*> flags= <*> tag= <*> name= <*> ws= <*> uid= <*> pid= <*>,Event139
932,933,03-17,16:15:06.000,1702,17632,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
933,934,03-17,16:15:06.003,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
934,935,03-17,16:15:06.006,1702,14638,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
935,936,03-17,16:15:06.008,1702,8290,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
936,937,03-17,16:15:06.010,1702,2618,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
937,938,03-17,16:15:06.045,1702,2250,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
938,939,03-17,16:15:06.106,2626,22775,W,PhoneInterfaceManager,shouldBlockLocation running ...,shouldBlockLocation running ...,Event71
939,940,03-17,16:15:06.106,2626,22775,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,shouldBlockLocation ret: false,Event57
940,941,03-17,16:15:06.154,2626,2809,W,PhoneInterfaceManager,shouldBlockLocation running ...,shouldBlockLocation running ...,Event71
941,942,03-17,16:15:06.154,2626,2809,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,shouldBlockLocation ret: false,Event57
942,943,03-17,16:15:06.192,3664,3807,D,TelephonyManager,getNeighboringCellInfo calling app is com.amap.android.ams,getNeighboringCellInfo calling app is com.amap.android.ams,Event42
943,944,03-17,16:15:06.197,2626,23469,W,PhoneInterfaceManager,shouldBlockLocation running ...,shouldBlockLocation running ...,Event71
944,945,03-17,16:15:06.198,2626,23469,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,shouldBlockLocation ret: false,Event57
945,946,03-17,16:15:06.200,1702,3137,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
946,947,03-17,16:15:06.201,1702,17621,D,PowerManagerService,"release:lock=120758482, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626","<*> lock= <*> <*> <*> tag= ""RILJ_ACK_WL"", name= <*> ws= null, uid= <*> pid= <*>",Event41
947,948,03-17,16:15:06.202,1702,17621,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
948,949,03-17,16:15:06.211,1702,27353,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
949,950,03-17,16:15:06.211,1702,27353,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
950,951,03-17,16:15:06.213,2626,2809,W,PhoneInterfaceManager,shouldBlockLocation running ...,shouldBlockLocation running ...,Event71
951,952,03-17,16:15:06.214,2626,2809,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,shouldBlockLocation ret: false,Event57
952,953,03-17,16:15:06.216,1702,10454,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
953,954,03-17,16:15:06.217,1702,10454,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141
954,955,03-17,16:15:06.224,1702,3693,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
955,956,03-17,16:15:06.224,1702,3693,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
956,957,03-17,16:15:06.225,1702,2644,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
957,958,03-17,16:15:06.225,1702,2644,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Event141
958,959,03-17,16:15:06.235,1702,2633,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","ready= true,0 policy= <*> wakefulness= <*> wksummary= <*> uasummary= <*> bootcompleted= true,1 boostinprogress= false,0 waitmodeenable= false,1 mode= false,2 manual= <*> auto= <*> adj= 0.0userId= <*>",Event140
959,960,03-17,16:15:06.235,1702,2633,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Event115
960,961,03-17,16:15:06.241,2626,2838,W,PhoneInterfaceManager,shouldBlockLocation running ...,shouldBlockLocation running ...,Event71
961,962,03-17,16:15:06.241,2626,2838,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,shouldBlockLocation ret: false,Event57
962,963,03-17,16:15:06.807,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,HBM brightnessIn = <*>,Event156
963,964,03-17,16:15:06.807,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,HBM brightnessOut = <*>,Event157
964,965,03-17,16:15:06.807,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",Animating brightness: target= <*> rate= <*>,Event158
